ind,lon,lat,type,five_types,image_id_1
35150,-142.1576511,69.1125936,31,3,20210804T211519_20210804T211514_T06WXB
35151,-87.18195977,66.04607818,2,1,20220722T173911_20220722T173914_T16WDU
35152,156.3287824,70.87151108,33,4,20210803T013659_20210803T013654_T57WVU
35153,-122.3420233,68.45657071,23,2,20230704T195859_20230704T200519_T10WEB
35154,59.81872194,67.14833378,23,2,20230801T073619_20230801T073618_T40WFV
35155,-73.0668437,59.24888992,34,4,20200728T161911_20200728T162525_T18VXL
35156,-160.1790736,67.87582422,33,4,20230813T223541_20230813T223535_T03WXR
35157,104.0068044,72.95677509,23,2,20220813T054639_20220813T054641_T48XVF
35158,-73.11654277,71.43238052,1,1,20230728T170851_20230728T171017_T18WWE
35159,-76.27273166,67.61169922,31,3,20220622T164849_20220622T165013_T18WVA
35160,-50.37732812,69.32740707,31,3,20210801T150911_20210801T150914_T22WEC
35161,-85.45361716,65.18657753,1,1,20220624T172909_20220624T173113_T16WET
35162,-151.0499368,69.30185562,24,2,20210804T220531_20210804T220533_T05WNS
35163,-113.1985905,72.74378234,31,3,20220801T200859_20220801T201157_T11XPA
35164,125.6945185,72.74884849,42,5,20230810T035541_20230810T035540_T51XWA
35165,-91.72292629,75.30315948,1,1,20230728T184921_20230728T184922_T15XWD
35166,-94.60392778,77.65160972,31,3,20220628T193921_20220628T193915_T15XVG
35167,-107.5010438,65.56196979,5,1,20200716T185921_20200716T190301_T12WXT
35168,-95.82678936,66.44824928,2,1,20220616T180919_20220616T181222_T14WPU
35169,-69.73366461,66.52119486,21,2,20220621T162911_20220621T163228_T19WDP
35170,-103.1707828,65.70269221,5,1,20230727T182929_20230727T182923_T13WEN
35171,-53.342819,72.00066722,31,3,20200720T160829_20200720T161117_T22XDF
35172,-163.3733028,68.78956079,24,2,20210804T225539_20210804T225533_T03WWS
35173,72.73722737,72.41461895,22,2,20230806T073621_20230806T073618_T42XXF
35174,-82.53795354,77.64992996,1,1,20220619T181919_20220619T181920_T16XEM
35175,143.5785376,75.25135148,22,2,20220721T030531_20220721T030532_T55XDD
35176,-109.037873,69.34856761,31,3,20220617T191919_20220617T191914_T12WWC
35177,-162.1818319,65.5085359,33,4,20210712T224539_20210712T224533_T03WXN
35178,124.8033886,73.38171644,42,5,20230810T035541_20230810T035540_T51XWB
35179,-88.4903165,71.83233995,1,1,20230728T175919_20230728T175916_T16WDE
35180,-122.7714093,72.82284924,22,2,20220731T204029_20220731T204023_T10XEF
35181,178.6402936,63.61687295,42,5,20200722T233649_20200722T233650_T60VWR
35182,80.47789923,68.6201108,43,5,20230813T063629_20230813T063748_T44WMB
35183,-97.35644943,65.51218296,2,1,20200723T175919_20200723T180326_T14WNT
35184,-77.33059423,61.07293802,23,2,20200805T162839_20200805T163611_T18VUN
35185,-94.20825397,71.66131777,2,1,20230723T184929_20230723T184923_T15WVV
35186,-119.3577535,72.93232593,31,3,20230725T201851_20230725T201852_T11XMB
35187,69.05649491,69.02579783,23,2,20230805T071619_20230805T071622_T42WWB
35188,-98.17482152,62.02101911,33,4,20200812T175919_20200812T180301_T14VNP
35189,49.21452386,67.70801737,23,2,20230715T083601_20230715T083741_T39WVR
35190,72.12667896,69.28800954,43,5,20230803T072621_20230803T072620_T42WXB
35191,-82.94908314,70.93688925,32,3,20230720T174911_20230720T174909_T17WMU
35192,-117.1692987,73.15918324,31,3,20230725T201851_20230725T201852_T11XMB
35193,-94.91593227,72.51118791,31,3,20230726T185919_20230726T185920_T15XVA
35194,-148.9956542,68.09538631,31,3,20210712T215531_20210712T215532_T06WVA
35195,-175.6747612,65.60950868,3,1,20190707T231601_20190707T231557_T01WEN
35196,-76.42355446,69.78199289,2,1,20230728T170851_20230728T171017_T18WVC
35197,141.009006,72.1906006,23,2,20230810T030529_20230810T030527_T54XWF
35198,-69.86234869,65.89480166,2,1,20220621T162911_20220621T163228_T19WDP
35199,-29.12441227,72.00276869,1,1,20190703T141749_20190703T141747_T25XFA
35200,-93.49911899,73.29033383,31,3,20230723T184929_20230723T184923_T15XVB
35201,-115.6852163,71.85174466,22,2,20220726T194909_20220726T194905_T11WNV
35202,-106.3308837,65.01538462,5,1,20210625T183921_20210625T184454_T13WDN
35203,179.8444864,66.64504589,33,4,20180706T234619_20180706T234621_T01WCQ
35204,-74.90493372,60.88701491,2,1,20200805T162839_20200805T163611_T18VWN
35205,-104.5556608,64.52731385,5,1,20230727T182929_20230727T182923_T13WEM
35206,-115.3096353,72.49289236,22,2,20230719T195901_20230719T195859_T11XNA
35207,124.8649463,72.65993985,24,2,20230810T035541_20230810T035540_T51XWA
35208,179.7068224,65.20110894,42,5,20190709T235621_20190709T235620_T01WCN
35209,104.8794319,73.34083091,23,2,20230807T052651_20230807T052649_T48XVG
35210,102.8615117,73.98929958,23,2,20230807T052651_20230807T052649_T48XVH
35211,-85.31228938,71.32014373,21,2,20230728T175919_20230728T175916_T16WEE
35212,-75.04477159,78.83071514,1,1,20230713T184939_20230713T184936_T18XVN
35213,86.27826176,70.22835478,33,4,20230802T061641_20230802T061646_T45WVU
35214,-112.9944059,69.68064564,31,3,20230713T193911_20230713T194201_T11WPT
35215,-115.5053851,76.26624335,21,2,20230726T203849_20230726T203844_T11XNE
35216,-178.9633324,71.02454433,3,1,20200712T000609_20200712T000612_T01WDU
35217,-91.6240908,81.74275891,1,1,20220801T215059_20220801T215107_T16XDR
35218,-92.00591629,67.50290329,2,1,20220706T180919_20220706T180919_T15WWQ
35219,-92.02791384,66.71298812,2,1,20220722T173911_20220722T173914_T15WWP
35220,-60.96621181,80.37145198,1,1,20200730T174909_20200730T174910_T21XVK
35221,63.85958439,67.60806195,33,4,20220801T073621_20220801T073622_T41WNQ
35222,-67.6481115,66.0115613,21,2,20220723T161839_20220723T162051_T19WEP
35223,-63.90936163,58.01330783,31,3,20200805T153911_20200805T154513_T20VMK
35224,-101.2202544,66.16469801,31,3,20220617T182931_20220617T182946_T13WFP
35225,-94.85038769,61.08310714,33,4,20220625T174921_20220625T175151_T15VVH
35226,171.9233599,66.66756919,31,3,20220809T001621_20220809T001621_T59WNP
35227,-83.38833145,73.3830985,1,1,20200725T174911_20200725T174913_T17XMB
35228,-92.78391438,69.89953838,2,1,20230801T182921_20230801T183338_T15WWT
35229,-91.7776539,67.53342261,31,3,20220706T180919_20220706T180919_T15WWQ
35230,16.49071845,77.90676688,1,1,20230706T121649_20230706T121651_T33XWG
35231,-87.01069557,71.46709601,1,1,20230728T175919_20230728T175916_T16WDE
35232,-72.57456396,70.53654438,1,1,20220709T163839_20220709T163842_T18WWD
35233,59.86856912,68.2093026,23,2,20220730T074619_20220730T074616_T40WFA
35234,-110.2529663,71.81604894,1,1,20230706T194911_20230706T194905_T12WWE
35235,-86.95422132,73.52547405,1,1,20230717T182919_20230717T183240_T16XDG
35236,-108.6618616,75.60029522,21,2,20230717T200859_20230717T200857_T12XWK
35237,-70.01689348,59.10065722,33,4,20230806T155911_20230806T155942_T19VDF
35238,85.35071652,70.82721675,23,2,20230802T061641_20230802T061646_T45WVU
35239,-104.2697848,67.37832625,33,4,20230621T185921_20230621T190517_T13WEQ
35240,-78.22488133,71.45419684,1,1,20230727T173911_20230727T173908_T17WNV
35241,52.75600163,68.384991,34,4,20230715T083601_20230715T083741_T39WWR
35242,179.9511753,68.77169266,24,2,20230708T235621_20230708T235619_T01WCS
35243,-145.1084878,69.30797299,3,1,20210712T215531_20210712T215532_T06WWB
35244,-28.53245321,70.933728,31,3,20200726T140021_20200726T140020_T25WFU
35245,106.8378445,72.48340915,24,2,20230807T052651_20230807T052649_T48XWF
35246,-120.3733565,68.62184558,22,2,20220704T195911_20220704T195909_T10WFB
35247,-95.35386815,65.22977457,2,1,20230720T174911_20230720T175524_T14WPT
35248,-73.61188066,69.42605983,2,1,20220807T170849_20220807T171337_T18WWC
35249,-20.92450174,73.90659849,31,3,20210730T133729_20210730T133724_T27XWC
35250,128.9760069,72.11243157,1,1,20230810T035541_20230810T035540_T52XDF
35251,-85.08271324,74.63613838,1,1,20220804T183919_20220804T184117_T16XEH
35252,-111.5454159,75.75989354,31,3,20230726T203849_20230726T203844_T12XVK
35253,-68.30511097,66.48023366,2,1,20220723T161839_20220723T162051_T19WEP
35254,151.1219195,69.76513049,33,4,20220710T015711_20220710T015705_T55WFT
35255,104.4691327,76.10859266,22,2,20230808T054639_20230808T054641_T48XVK
35256,-25.70690467,73.01996139,31,3,20230803T140741_20230803T141108_T26XNG
35257,-70.25115815,64.99669253,2,1,20190701T160911_20190701T161051_T19WDN
35258,51.28885146,67.91962248,23,2,20230715T083601_20230715T083741_T39WWR
35259,54.04380422,72.90493322,1,1,20220714T090559_20220714T090558_T40XDF
35260,-173.9611492,64.48628013,3,1,20200711T231601_20200711T231557_T01WFM
35261,88.33348826,70.73673994,33,4,20230805T062631_20230805T062632_T45WWU
35262,-111.6131624,67.49077845,2,1,20220801T191921_20220801T191921_T12WVV
35263,142.4400999,71.85194407,33,4,20200718T025551_20200718T025549_T54WWE
35264,69.59075292,72.26381521,31,3,20230802T075611_20230802T075613_T42XWF
35265,45.18136733,67.76247285,23,2,20210809T083559_20210809T083843_T38WMA
35266,-70.17421095,60.86414042,32,3,20220811T155921_20220811T155915_T19VDH
35267,-136.327532,68.18423631,33,4,20230624T205021_20230624T205024_T07WFR
35268,-97.79992602,63.047036,34,4,20200802T175919_20200802T180341_T14VNQ
35269,-94.34246872,73.07276805,1,1,20230723T184929_20230723T184923_T15XVB
35270,65.75274789,68.18890316,33,4,20220730T074619_20220730T074616_T41WPR
35271,-107.6122774,63.82535718,5,1,20210625T183921_20210625T184454_T12VXR
35272,168.7042672,68.52473561,31,3,20230714T004651_20230714T004647_T58WFB
35273,-175.1755015,66.63465059,24,2,20220801T233659_20220801T233653_T01WEP
35274,-138.3582486,69.04034058,24,2,20220812T212529_20220812T212525_T07WFS
35275,-94.3694109,80.5459305,1,1,20220726T204031_20220726T204028_T14XNQ
35276,174.1816887,65.05244834,24,2,20200727T000621_20200727T000616_T59WPN
35277,-73.42719723,70.38773509,1,1,20220807T170849_20220807T171337_T18WWD
35278,56.81977313,70.565629,1,1,20220801T082609_20220801T082838_T40WDD
35279,133.241558,71.47551144,24,2,20230809T033539_20230809T033540_T53WMV
35280,83.54213494,69.58248499,33,4,20230805T062631_20230805T062632_T44WNC
35281,-96.42221354,65.53334493,2,1,20220708T175921_20220708T180402_T14WPT
35282,-84.92099255,70.91557625,32,3,20220622T173921_20220622T174038_T16WED
35283,176.0539387,69.63721674,24,2,20230717T000619_20230717T000616_T60WVC
35284,-108.3566301,75.39685002,21,2,20230717T200859_20230717T200857_T13XDD
35285,-63.96627003,58.37268551,31,3,20200805T153911_20200805T154513_T20VMK
35286,-116.2340448,67.57960577,23,2,20230625T192909_20230625T192950_T11WNQ
35287,96.53511143,79.47579554,1,1,20200705T065629_20200705T065624_T46XEP
35288,-84.14081213,81.71172347,1,1,20200726T204021_20200726T204024_T16XER
35289,-93.61733314,64.70804483,2,1,20200723T175919_20200723T180326_T15WVM
35290,-102.4446797,65.22705248,5,1,20230727T182929_20230727T182923_T13WFN
35291,109.8682004,72.30626511,23,2,20230806T050659_20230806T050656_T49XDA
35292,-74.07694018,70.89895299,1,1,20220805T171911_20220805T172157_T18WWD
35293,-106.5595895,68.67294639,33,4,20220616T185931_20220616T185927_T13WDS
35294,-163.2529023,67.15905902,24,2,20190708T224541_20190708T224536_T03WWQ
35295,-71.32015341,59.01750281,32,3,20200806T155829_20200806T160601_T19VCF
35296,-99.02864175,76.09741408,21,2,20230716T194911_20230716T194905_T14XMK
35297,-98.59525944,71.75039886,1,1,20220620T183931_20220620T183959_T14WNE
35298,19.02272076,78.33630711,1,1,20230706T121649_20230706T121651_T33XWG
35299,-94.41130152,71.08966966,32,3,20220704T181931_20220704T181929_T15WVU
35300,-94.5760911,70.97559118,32,3,20220704T181931_20220704T181929_T15WVU
35301,-33.62105729,81.70929045,3,1,20220804T165849_20220804T165850_T24XWR
35302,-161.4384076,58.73431021,33,4,20200715T220529_20200715T220531_T03VXF
35303,76.85678389,71.72946814,22,2,20230807T070631_20230807T070625_T43WEV
35304,-83.64904039,79.41601469,1,1,20220716T185931_20220716T185929_T16XEP
35305,-122.2809018,72.48668537,22,2,20220731T204029_20220731T204023_T10XEF
35306,70.89712546,67.90693728,23,2,20220802T070631_20220802T070703_T42WWA
35307,56.39014117,68.49305013,33,4,20230812T075611_20230812T075613_T40WDA
35308,-80.67336914,72.45141454,1,1,20230809T174911_20230809T174910_T17XNA
35309,-98.72853415,72.14923425,1,1,20230718T184921_20230718T184921_T14XNF
35310,176.5980751,66.80569069,24,2,20220809T001621_20220809T001621_T60WVV
35311,-84.33338581,78.32156969,1,1,20220716T194909_20220716T194905_T17XMG
35312,-96.96581607,66.55227268,22,2,20220616T180919_20220616T181222_T14WNU
35313,-150.0418962,67.98355363,31,3,20190626T220541_20190626T220535_T05WPR
35314,-117.6013739,66.94029033,23,2,20210718T193909_20210718T194208_T11WMQ
35315,-100.9962726,66.64184495,2,1,20220617T182931_20220617T182946_T13WFQ
35316,71.4222442,68.18938757,23,2,20220802T070631_20220802T070703_T42WWA
35317,99.3418871,73.76825097,23,2,20230807T061639_20230807T061635_T47XNB
35318,-73.06879031,66.64718245,42,5,20220622T164849_20220622T165013_T18WWV
35319,111.1725786,74.89196998,23,2,20230807T052651_20230807T052649_T49XDD
35320,-73.69476302,66.02545519,42,5,20220622T164849_20220622T165013_T18WWU
35321,-154.052497,68.2261638,24,2,20190626T220541_20190626T220535_T05WMR
35322,-160.2385355,68.62372186,33,4,20210804T225539_20210804T225533_T04WDB
35323,83.90017948,73.60993765,23,2,20230804T065631_20230804T065625_T44XNG
35324,-90.89584015,65.65861588,31,3,20230727T173911_20230727T173908_T15WWN
35325,62.93791589,69.4908872,23,2,20230802T075611_20230802T075613_T41WMT
35326,-152.8946602,70.28320383,42,5,20220804T220539_20220804T220534_T05WMU
35327,27.96793271,80.1312194,1,1,20230705T124709_20230705T124718_T35XNJ
35328,-86.90594194,70.57954276,32,3,20220621T180931_20220621T181040_T16WDD
35329,176.2801863,64.70509613,43,5,20210627T000609_20210627T000611_T60WVS
35330,72.091666,68.52440402,43,5,20230802T070629_20230802T070625_T42WXB
35331,-80.83261183,80.22267567,4,1,20220726T185931_20220726T185926_T17XMK
35332,-95.46035311,62.9076552,33,4,20230730T174911_20230730T175418_T15VUK
35333,152.7326864,70.21318758,33,4,20220710T015711_20220710T015705_T56WMC
35334,-91.94148639,80.43260271,1,1,20220726T213049_20220726T213045_T15XWK
35335,65.58472848,67.55578286,33,4,20220731T071619_20220731T071947_T41WPQ
35336,-179.6219715,68.05711297,3,1,20230708T235621_20230708T235619_T01WCR
35337,157.6887853,70.38462537,24,2,20210803T013659_20210803T013654_T57WVU
35338,-177.29875,66.36129652,31,3,20230717T233649_20230717T233652_T01WDP
35339,79.05395038,71.59202976,23,2,20230807T070631_20230807T070625_T43WFV
35340,-77.57498888,62.26916504,23,2,20220619T163839_20220619T163842_T17VPK
35341,83.73089127,69.88416581,33,4,20230813T063629_20230813T063748_T44WPC
35342,-109.4615932,67.3133592,23,2,20200801T191921_20200801T191916_T12WWV
35343,-64.52133782,57.7573718,5,1,20230618T153601_20230618T153559_T20VLK
35344,172.7485984,69.15185472,31,3,20200721T003609_20200721T003607_T59WNS
35345,-52.45369988,67.30250276,32,3,20190723T150921_20190723T150916_T21WXQ
35346,-163.5067965,68.55628036,33,4,20210804T225539_20210804T225533_T03WWS
35347,-83.48186157,72.34269546,2,1,20230727T173911_20230727T173908_T16XFF
35348,-75.32083164,81.43910803,1,1,20200727T191919_20200727T191913_T18XVR
35349,-23.73378626,80.38074829,31,3,20230704T163839_20230704T163841_T26XNQ
35350,-154.0987536,69.75999075,24,2,20200709T223541_20200709T223536_T04WFC
35351,-80.46602146,63.76347781,2,1,20220720T165901_20220720T170052_T17VNL
35352,-24.30681513,76.59836641,1,1,20230627T150809_20230627T150959_T27XVF
35353,118.3278657,73.20497316,24,2,20230807T043709_20230807T043705_T50XNG
35354,101.568519,73.53004907,23,2,20230729T054639_20230729T054641_T47XNB
35355,-111.1861764,77.53321132,1,1,20230709T205029_20230709T205026_T12XVM
35356,-72.78779245,70.17714768,1,1,20220807T170849_20220807T171337_T18WWC
35357,-144.7114568,68.23055755,23,2,20230812T212531_20230812T212612_T06WWA
35358,-12.26477373,81.52526606,1,1,20210713T152809_20210713T152810_T29XML
35359,79.42610109,71.93922639,42,5,20230807T070631_20230807T070625_T43WFV
35360,-23.65131333,71.08349879,33,4,20210730T133729_20210730T133724_T27WVU
35361,142.4037289,70.61202711,24,2,20200718T025551_20200718T025549_T54WWD
35362,-116.3631771,77.41831653,1,1,20220803T205029_20220803T205025_T11XNF
35363,-117.3550638,68.5815948,22,2,20220703T193909_20220703T193907_T11WMS
35364,-50.3400244,81.3823563,1,1,20200727T173909_20200727T173905_T23XML
35365,93.0127875,75.07143948,32,3,20230726T062631_20230726T062632_T46XEJ
35366,71.3117185,66.68414569,34,4,20190702T071621_20190702T071622_T42WXU
35367,-102.4761583,72.95261681,1,1,20230627T191911_20230627T192028_T13XEB
35368,-67.05261874,62.25782608,31,3,20220715T160911_20220715T160914_T19VEK
35369,-158.5200084,70.25458585,24,2,20220710T225539_20220710T225536_T04WEC
35370,-167.3859376,65.55951325,31,3,20220802T230539_20220802T230535_T02WPT
35371,-117.0578411,66.93093476,5,1,20210718T193909_20210718T194208_T11WMQ
35372,-87.82732953,64.64857136,2,1,20220701T171859_20220701T171859_T16WDS
35373,-97.00086221,67.72450292,22,2,20220617T182931_20220617T182946_T14WNA
35374,95.25306149,74.03551983,23,2,20230726T062631_20230726T062632_T46XEH
35375,164.8006707,68.81816643,3,1,20230813T004651_20230813T004647_T58WDB
35376,-99.10397375,69.08144295,31,3,20230723T184929_20230723T184923_T14WMB
35377,-71.26934396,69.50263699,2,1,20220715T165849_20220715T165850_T19WDT
35378,177.5008973,63.99629381,43,5,20190709T235621_20190709T235620_T60WWS
35379,93.0470895,75.75192209,22,2,20230705T065631_20230705T065625_T46XEK
35380,74.54975481,71.62443233,42,5,20230802T070629_20230802T070625_T43WDV
35381,-76.13768074,59.46088338,33,4,20200805T162839_20200805T163611_T18VVL
35382,-98.79919468,72.94681565,31,3,20230718T184921_20230718T184921_T14XNF
35383,-84.08230033,63.77771613,32,3,20220725T165849_20220725T170454_T17VLL
35384,106.0391623,74.09743706,23,2,20230807T052651_20230807T052649_T48XWH
35385,95.04149936,74.08644437,3,1,20230726T062631_20230726T062632_T46XEH
35386,-49.70987651,81.55066242,4,1,20200723T193909_20200723T193904_T23XML
35387,-89.9523726,79.16501482,1,1,20190702T204021_20190702T204023_T15XWH
35388,142.8633797,71.37204597,33,4,20200718T025551_20200718T025549_T54WWE
35389,-179.7753118,66.91120488,31,3,20180706T234619_20180706T234621_T01WCQ
35390,-75.14138555,69.83593892,2,1,20230728T170851_20230728T171017_T18WVC
35391,-71.59926442,61.11965859,2,1,20230630T160901_20230630T160904_T18VXN
35392,-115.0728004,68.71959759,31,3,20230708T193909_20230708T193908_T11WNS
35393,71.07679453,70.5504233,23,2,20220719T072631_20220719T072627_T42WWD
35394,-48.88137603,61.62153672,33,4,20230708T143749_20230708T143751_T22VFP
35395,-164.6538766,68.01518858,33,4,20220710T225539_20220710T225536_T03WWR
35396,-161.7196953,60.1611518,33,4,20190706T220541_20190706T220600_T03VXG
35397,-70.16320956,69.43021567,3,1,20220709T163839_20220709T163842_T18WXC
35398,67.87269951,68.14062802,33,4,20230805T071619_20230805T071622_T41WPR
35399,57.96541901,67.40606441,33,4,20230812T075611_20230812T075613_T40WEV
35400,-96.08146872,70.55236499,1,1,20220620T183931_20220620T183959_T14WND
35401,-95.03915617,71.59388273,2,1,20230723T184929_20230723T184923_T15WVV
35402,-88.17848665,72.10275084,1,1,20230718T175919_20230718T175916_T15XXA
35403,175.9300442,66.39186033,24,2,20230717T000619_20230717T000616_T60WVU
35404,-121.9322535,69.72874869,22,2,20230719T195901_20230719T195859_T10WEC
35405,-18.8619494,75.07526737,32,3,20210730T133729_20210730T133724_T27XWD
35406,-93.49499377,67.73160363,2,1,20230808T181921_20230808T181920_T15WVR
35407,68.47710658,66.82446226,23,2,20230803T072621_20230803T072620_T42WVV
35408,85.97312641,74.32736132,22,2,20230805T071619_20230805T071622_T45XVC
35409,-81.70661328,72.97878194,2,1,20230727T173911_20230727T173908_T17XMA
35410,-76.58067928,64.88232913,2,1,20220722T164849_20220722T164933_T17WPN
35411,-146.9307927,69.40262018,33,4,20190712T213539_20190712T213538_T06WVC
35412,-78.66345546,70.9256381,32,3,20230727T173911_20230727T173908_T17WNU
35413,175.0716587,68.30611783,33,4,20220802T002621_20220802T002618_T59WPR
35414,-84.59816987,65.06129004,32,3,20220810T171859_20220810T172432_T16WFT
35415,79.32046102,70.34652709,23,2,20230803T063629_20230803T063628_T44WMD
35416,140.2036087,75.58831478,22,2,20220721T035539_20220721T035542_T54XVJ
35417,-150.8681974,69.13935642,24,2,20210804T220531_20210804T220533_T05WNS
35418,85.59896905,72.94375698,23,2,20230804T065631_20230804T065625_T44XPF
35419,-160.5368181,60.02386202,33,4,20190706T220541_20190706T220600_T04VDM
35420,173.977213,66.34738229,24,2,20230717T000619_20230717T000616_T59WPP
35421,77.43822579,69.54756161,23,2,20230803T063629_20230803T063628_T43WET
35422,-62.47340417,66.34523609,1,1,20220724T154819_20220724T154816_T20WNU
35423,173.5479366,66.956174,33,4,20230717T000619_20230717T000616_T59WPQ
35424,-119.9526969,73.33405689,22,2,20220718T202849_20220718T202849_T10XEG
35425,-105.4305916,71.63563898,1,1,20220619T190931_20220619T190925_T13WDV
35426,92.54248553,75.15912414,32,3,20230704T063629_20230704T063629_T46XDJ
35427,-153.3681056,69.20139692,24,2,20200621T222539_20200621T222535_T05WMS
35428,89.34776945,74.94607966,23,2,20230705T065631_20230705T065625_T45XWD
35429,70.83157487,67.86895124,23,2,20220802T070631_20220802T070703_T42WWA
35430,106.5826859,76.418465,22,2,20230807T061639_20230807T061635_T48XWK
35431,-64.29405264,59.60185523,31,3,20220728T153559_20220728T153601_T20VMM
35432,-69.87558773,66.78738293,2,1,20220723T161839_20220723T162051_T19WDQ
35433,-63.87974717,59.59608111,32,3,20220728T153559_20220728T153601_T20VMM
35434,174.971739,69.68006638,24,2,20200721T003609_20200721T003607_T60WVC
35435,-142.3749721,68.72408057,33,4,20210804T211519_20210804T211514_T06WXB
35436,-22.23836284,75.72932517,1,1,20230707T141741_20230707T141744_T27XVE
35437,122.7370061,72.53753705,23,2,20230808T040549_20230808T040559_T50XPF
35438,-86.7632724,76.91054914,1,1,20220731T185919_20220731T185921_T16XDL
35439,-107.7200653,69.14280741,23,2,20220621T185919_20220621T185921_T12WXB
35440,-88.88156938,69.15185472,2,1,20220705T174921_20220705T174921_T15WXS
35441,-91.97648175,66.89745129,2,1,20220618T175921_20220618T180411_T15WWQ
35442,-164.0569928,60.02923601,24,2,20220810T222539_20220810T222536_T03VWG
35443,151.7771505,69.73645044,24,2,20220710T015711_20220710T015705_T55WFT
35444,-159.7034476,70.38196597,42,5,20190619T230539_20190619T230538_T04WDD
35445,98.89097658,74.53328564,31,3,20230726T062631_20230726T062632_T47XMC
35446,-26.24244322,72.06944456,1,1,20210806T141951_20210806T141954_T26WNE
35447,-105.7538212,65.80601684,5,1,20230630T183929_20230630T183923_T13WDP
35448,-23.65576375,79.9233438,4,1,20230704T154941_20230704T154939_T26XNP
35449,-77.28406782,72.61019132,1,1,20230715T174909_20230715T174910_T17XPA
35450,-49.39870535,82.36632292,1,1,20230720T192911_20230720T192910_T22XES
35451,-79.57685357,73.18773681,1,1,20220712T173921_20220712T174028_T17XNB
35452,-148.7913361,69.32085849,24,2,20220619T214539_20220619T214534_T05WPT
35453,158.7915022,70.21314588,42,5,20220721T012711_20220721T012706_T57WVT
35454,48.49887188,67.55816962,34,4,20220630T083611_20220630T083613_T38WPV
35455,100.0392548,74.68396136,3,1,20230807T061639_20230807T061635_T47XNC
35456,-178.6825656,67.1622175,33,4,20180621T234621_20180621T234622_T01WDQ
35457,-73.63703806,65.74990927,41,5,20220622T164849_20220622T165013_T18WWU
35458,-92.45192053,65.42714769,2,1,20230727T173911_20230727T173908_T15WWN
35459,-106.5556053,71.71166868,31,3,20220619T190931_20220619T190925_T13WDV
35460,-104.0118623,64.1525553,5,1,20230803T181919_20230803T181956_T13WEM
35461,-149.8586144,67.94226205,33,4,20190626T220541_20190626T220535_T05WPR
35462,-82.87498365,76.84761724,1,1,20220716T185931_20220716T190153_T17XMF
35463,-110.1791047,66.47582842,5,1,20220801T191921_20220801T191921_T12WWU
35464,-27.3946381,80.82334574,3,1,20220705T165849_20220705T165850_T25XEK
35465,-102.5360211,66.59353936,23,2,20220807T184919_20220807T184921_T13WFP
35466,-93.76143748,69.04621327,22,2,20230629T181921_20230629T181920_T14WPB
35467,-93.58527427,64.62582968,2,1,20200723T175919_20200723T180326_T15WVM
35468,-99.9558137,67.54102025,23,2,20220617T182931_20220617T182946_T14WMV
35469,-70.22495335,68.71912698,31,3,20220706T162839_20220706T162838_T18WXB
35470,-77.19872303,59.06232621,23,2,20230709T163841_20230709T164435_T18VUL
35471,-163.7798063,67.70901656,24,2,20230724T223541_20230724T223654_T03WWR
35472,179.1410572,65.82445242,24,2,20220801T233659_20220801T233653_T60WWU
35473,-106.1063811,75.89536778,1,1,20230717T200859_20230717T200857_T13XDE
35474,175.4375389,64.69619253,34,4,20210627T000609_20210627T000611_T60WVS
35475,-162.8111473,60.64832783,43,5,20220810T222539_20220810T222536_T03VXH
35476,-49.49596787,62.14456748,32,3,20230803T145759_20230803T150016_T22VEP
35477,135.4079997,71.16160085,23,2,20220722T032519_20220722T032620_T53WNU
35478,-103.4147543,67.33045151,33,4,20220617T182931_20220617T182946_T13WEQ
35479,156.1718829,69.25108005,24,2,20200624T013701_20200624T013659_T56WPB
35480,66.68870894,68.25749413,31,3,20230805T071619_20230805T071622_T41WPR
35481,-92.30976494,66.17532795,2,1,20220722T173911_20220722T173914_T15WWP
35482,-94.16985162,71.61655535,31,3,20220806T182931_20220806T182928_T14WPE
35483,-90.16450753,67.93840395,2,1,20230727T173911_20230727T173908_T15WXR
35484,104.7893096,77.36174325,3,1,20230807T061639_20230807T061635_T48XVL
35485,-151.8432154,68.29677911,31,3,20190708T215539_20190708T215537_T05WNR
35486,50.71376408,66.97874656,34,4,20230811T082611_20230811T082605_T39WVQ
35487,-172.7593217,66.06564444,24,2,20220618T230541_20220618T230542_T02WMU
35488,-20.58847592,76.95462041,31,3,20230807T143749_20230807T143751_T27XWF
35489,53.04946902,72.03355274,3,1,20230801T082611_20230801T082606_T39WWV
35490,-110.7383418,64.31184905,33,4,20230703T184919_20230703T184922_T12WWS
35491,100.6835818,75.60288664,22,2,20230808T054639_20230808T054641_T47XND
35492,-66.75698651,62.31647014,1,1,20210624T154911_20210624T154906_T19VFK
35493,96.14429993,79.81983159,1,1,20200813T072619_20200813T072618_T47XMJ
35494,51.8820623,71.50451064,22,2,20200725T083559_20200725T083754_T39WWV
35495,-109.4845143,66.70654762,5,1,20220726T185931_20220726T185926_T12WWV
35496,141.3316561,71.05838023,34,4,20200718T025551_20200718T025549_T54WWD
35497,-98.20101294,69.3353356,21,2,20230806T182919_20230806T182922_T14WNC
35498,52.56909614,68.19210042,43,5,20230715T083601_20230715T083741_T39WWR
35499,-69.53413694,65.74472013,2,1,20220621T162911_20220621T163228_T19WDP
35500,-81.70189463,67.73915736,2,1,20220619T172911_20220619T172910_T17WMR
35501,46.96852521,66.32084573,43,5,20230809T083609_20230809T083618_T38WNU
